filename,dynasty,author,title,form,technique_zh,subject_zh,technique,subject,category_3,category_raw,category_fine
"宋 _ _如意轮观音图_页_工笔,人物_ _人物 _ _130cmX68cm _ _04a9b545.jpg",宋,,如意轮观音图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _子母鸡图_页_工笔,花鸟_ _工笔,花鸟_纸本_60.8cmX32.8cm _ _debc5309.jpg",宋,,子母鸡图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _寒柯山鹧图 _页_工笔,花鸟_ _绢本_32cmX32cm _ _4b615663.jpg",宋,,寒柯山鹧图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _山中水_页_浅绛,山水_山水_纸本_30cmX106cm _ _78dbb92e.jpg",宋,,山中水,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _山居对奕册_页_浅绛,山水_ _山水、人物 _ _36cmX38cm _ _b0f251ba.jpg",宋,,山居对奕册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _山水人物册_页_浅绛,山水_ _山水,人物 _ _28cmX29cm _ _6e347ed5.jpg",宋,,山水人物册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _山水图_页_浅绛,山水_页_山水 _ _21cmX23cm _ _c2989d2b.jpg",宋,,山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _戏嘤图_页_工笔,人物_  _工笔,人物,集体人物_绢本_30.3cmX49.3cm _ _b1c97da2.jpg",宋,,戏嘤图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _文姬图_页_工笔,人物_ _人物 _ _26.4cmX24.2cm_波士顿博物馆_d912bfb0.jpg",宋,,文姬图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _文姬图_页_工笔,人物_ _工笔,人物 _ _26.4cmX24.2cm_波士顿博物馆_1735758774_1c7d2110.jpg",宋,,文姬图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _斗雀图_页_工笔,花鸟_页_花鸟 _ _24.2cmX5.4cm _ _50dadac5.jpg",宋,,斗雀图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _普贤菩萨 _页_工笔,人物_人物_绢本_71cmX71cm _ _c7d15221.jpg",宋,,普贤菩萨,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _松阴策杖图_页_浅绛,山水_页 _青绿山水_ _50cmX56cm _ _e3271c53.jpg",宋,,松阴策杖图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _柳溪泛舟册_页_浅绛,山水_ _山水 _ _23.3cmX24cm _ _3e352f17.jpg",宋,,柳溪泛舟册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _柳荫群盲图_页_工笔,人物_ _人物_绢本_82cmX78.5cm _ _7427a64d.jpg",宋,,柳荫群盲图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _橘枝栖雀图_页_工笔,花鸟_ _花鸟 _ _35cmX39cm _ _e1407f9b.jpg",宋,,橘枝栖雀图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _水村烟霭册_页_水墨,山水_ _山水 _ _32cmX35cm _ _fd4e8caf.jpg",宋,,水村烟霭册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋 _ _江上青峰册_页_浅绛,山水_ _青绿山水,山水 _ _42cmX45cm _ _567e456c.jpg",宋,,江上青峰册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _燃灯佛授记释迦文图_页_工笔,人物_卷 _工笔,人物,佛教_  _  _ _dfbd5b1f.jpg",宋,,燃灯佛授记释迦文图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _牧牛图_页_写意,人物_ _人物_绢本_39cmX39cm _ _3a667ac7.jpg",宋,,牧牛图,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"宋 _ _画松涧山禽图 _页_水墨,山水_松、山、禽_绢本_25.3cmX25.3cm _ _c06cbba5.jpg",宋,,画松涧山禽图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋 _ _画松涧山禽图 _页_浅绛,山水_松涧、山禽_绢本_25.3cmX25.3cm _ _e768574d.jpg",宋,,画松涧山禽图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _百子嬉春图_页_工笔,人物_人物 _ _26.6cmX27.7cm _ _2b8a661c.jpg",宋,,百子嬉春图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _百花图_页_工笔,花鸟_卷_花鸟_纸本_31.5cmX1679.5cm _ _2bf4de5b.jpg",宋,,百花图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _秋兰绽蕊图_页_工笔,花鸟_页_花鸟_绢本_27cmX28cm _ _14aee34c.jpg",宋,,秋兰绽蕊图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _秋山红树册_页_浅绛,山水_ _山水_绢布_197.8cmX111.8cm _ _1c44a7f3.jpg",宋,,秋山红树册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _竹塘宿雁图_页_工笔,花鸟_ _花鸟 _ _68cmX77cm_东京博物馆_8c0935bb.jpg",宋,,竹塘宿雁图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _竹涧鸳鸯图_页_浅绛,山水_ _花鸟 _ _51cmX51cm _ _7f6573a6.jpg",宋,,竹涧鸳鸯图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _红梅孔雀图_页_工笔,花鸟_页_花鸟 _ _32cmX89cm _ _1735758775_15b1da81.jpg",宋,,红梅孔雀图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _花卉四段图_卷_工笔,花鸟_花卉_绢本_49.2cmX77.6cm _ _2eabbc54.jpg",宋,,花卉四段图,卷,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _花蓝图_页_工笔,花鸟_工笔_花鸟 _ _47cmX46cm _ _fe90c2cb.jpg",宋,,花蓝图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _花鸟秋菊 _页_工笔,花鸟_花鸟 _ _32cmX34cm _ _929b9833.jpg",宋,,花鸟秋菊,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _荷塘鸂鵣图_页_工笔,花鸟_ _花鸟_绢本_16.8cmX21cm_北京故宫博物院_1735758775_3103a398.jpg",宋,,荷塘鸂鵣图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _荷塘鸂鵣图_页_工笔,花鸟_ _花鸟_绢本_16.8cmX21cm_北京故宫博物院_f3e0971d.jpg",宋,,荷塘鸂鵣图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _蓮池水禽图_页_工笔,花鸟_ _花鸟 _ _86cmX53cm_东京国立博物馆_050150a3.jpg",宋,,蓮池水禽图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _蓮池水禽图_页_工笔,花鸟_轴_花鸟_绢本_85cmX53_东京国立博物馆_a393de00.jpg",宋,,蓮池水禽图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _蕉石婴戏册_页_工笔,人物_ _青绿山水,人物 _ _44cmX47cm _ _f0944d64.jpg",宋,,蕉石婴戏册,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _观瀑布册_页_浅绛,山水_ _山水_绢本_23.9cmX25.1cm _ _f0921785.jpg",宋,,观瀑布册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _阿弥陀佛图 _页_工笔,人物_  _ _135.9cmX58.4cm_大都會博物館_b2d6aa61.jpg",宋,,阿弥陀佛图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋 _ _雀山茶图 _页_工笔,花鸟_ _绢本_23.5cmX26.7cm _ _dde76127.jpg",宋,,雀山茶图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋 _ _雪山行旅册_页_水墨,山水_ _山水_绢本_226cmX80cm_台北故宫博物院_4ad8c2e5.jpg",宋,,雪山行旅册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋 _ _高士观瀑册_页_浅绛,山水_ _山水、人物 _ _25.1cmX25.7cm _ _3265f02e.jpg",宋,,高士观瀑册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋 _ _高士麋鹿图_页_工笔,人物_人物, 动物 _ _33cmX38cm _ _ae94f8c8.jpg",宋,,高士麋鹿图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_(传)任仁发_大豆图_ 页_工笔,花鸟_树枝,树叶,含苞花,蝴蝶,留白_39cmX43cm_绢本_d4297dd3.jpg",宋,(传)任仁发,大豆图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_(传)梁楷_枯木图_ 页_水墨,山水_山,枯树,草,留白_绢本_40cmX39cm_ _75afc95a.jpg",宋,(传)梁楷,枯木图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_传夏珪_五位图_ 页_工笔,花鸟_河流,石头,白鹭,草,芦苇,印章,留白_绢本_49cmX51cm_ _4afc9969.jpg",宋,传夏珪,五位图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_传夏珪_山水册_页_水墨,山水_ _山水 _ _55cmX69cm _ _c9d3199e.jpg",宋,传夏珪,山水册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_传李唐_牛图耕耘图 _页_水墨,山水_牛 _ _38cmX42cm _ _c7af891a.jpg",宋,传李唐,牛图耕耘图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_佚名(传毛益)_榴枝黄鸟_ 页_工笔,花鸟_树枝,树叶,鸟,盛开花_绢本_24.6cmX25.4_9e42615d.jpg",宋,佚名(传毛益),榴枝黄鸟,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名(传毛益)榴枝黄鸟_双 页_工笔,花鸟_印章,文字,树枝,盛开花,树叶,鸟_ 页_工笔,花鸟_d7579d34.jpg",宋,佚名(传毛益)榴枝黄鸟,双 页,"工笔,花鸟",工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名(传马麟)_石榴蜡嘴_ 页_没骨,花鸟_树枝,树叶,鸟,盛开花_绢本_27.3cmX27.3cm_ _c2c00369.jpg",宋,佚名(传马麟),石榴蜡嘴,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"宋_佚名_争禽图_页_工笔,花鸟_树枝,树叶,盛开花,白花,鸟,印章_绢本_48cmX55cm_ _ef54e97e.jpg",宋,佚名,争禽图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_杂剧(打花鼓)图_页_工笔,人物_印章,扇子,舞者_绢本_24cmX24.3cm_故宫博物_6e7a4c56.jpg",宋,佚名,杂剧(打花鼓)图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_佚名_桑果山鸟_ 页_工笔,花鸟_树枝,树叶,印章,鸟_25.2cmX26.4cm_ _71f6d4a4.jpg",宋,佚名,桑果山鸟,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_梅竹双鹊_ 页_工笔,花鸟_树枝,树叶,盛开花,白花,鸟,竹叶,印章_绢本_42cmX42cm_ _dc74311a.jpg",宋,佚名,梅竹双鹊,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_梧桐庭院_双 页_浅绛,山水__文字,印章,河流,树,亭子,石头_绢本_28cmX50cm_7060a265.jpg",宋,佚名,梧桐庭院,双 页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_水阁风凉_ 页_浅绛,山水__河流,树林,亭子,学者,坐卧,石头_绢本_21cmX20cm_59b8a1cc.jpg",宋,佚名,水阁风凉,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_沧海涌日_双页_水墨,山水_文字,河流,海浪,印章_绢本_23.4cmX24.7cm_ _65889007.jpg",宋,佚名,沧海涌日,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_佚名_海棠蛱蝶_ 页_工笔,花鸟_树枝,树叶,盛开花,白花,蝴蝶,印章_绢本_25cmX24.5_714ff780.jpg",宋,佚名,海棠蛱蝶,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_深堂琴趣图_ 页_浅绛,山水_山,树,石头,亭子,松树_绢本_59cmX78cm_北京故宫博物院_4b569cff.jpg",宋,佚名,深堂琴趣图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_溪芦野鸭_双 页_工笔,花鸟_故宫_印章,文字,河流,鸭,竹节,竹叶,草_绢本_26.4c_0bf3a0b3.jpg",宋,佚名,溪芦野鸭,双 页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_瓦雀栖枝_ 页_工笔,花鸟_树枝,鸟,树叶_绢本_28.6cmX29.1cm_北京故宫博物院_8f3278fc.jpg",宋,佚名,瓦雀栖枝,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_疏荷沙鸟_双 页_工笔,花鸟_文字,印章,荷花,树枝,鸟_绢本_36cmX62cm_ _eca057cb.jpg",宋,佚名,疏荷沙鸟,双 页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_盥手观花_ 页_工笔,人物_行人,石头,树,印章,扇子,树,盛开花,白花,粉花_绢本_68_37af2dbb.jpg",宋,佚名,盥手观花,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_佚名_秋堂客话_双 页_水墨,山水_文字,印章,亭子,树,学者,对话,坐卧_绢本_21.2cmX20cm_ _a2fedc88.jpg",宋,佚名,秋堂客话,双 页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_佚名_竹雀_ 页_没骨,花鸟_竹节,竹叶,鸟,文字,印章_绢本_ _ _2f8e559d.jpg",宋,佚名,竹雀,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"宋_佚名_红蓼水禽_双 页_工笔,花鸟_文字,印章,树枝,树叶,鸟_绢本_25.2cmX26.8cm_b5be35fa.jpg",宋,佚名,红蓼水禽,双 页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_绣羽鸣春_ 页_工笔,花鸟_石头,鸟_绢本_41cmX39cm_北京故宫博物院_2be3fb53.jpg",宋,佚名,绣羽鸣春,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_胆瓶秋卉_双页_工笔,花鸟_文字,印章,盛开花,粉花_绢本_40cmX78cm_ _8a968f10.jpg",宋,佚名,胆瓶秋卉,双页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_荷塘双鹅_ 页_工笔,花鸟_河流,芦苇,鸟,荷花,竹节,竹叶,印章_绢本_74cmX67c_a79cc785.jpg",宋,佚名,荷塘双鹅,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_荷蟹_ 页_工笔,花鸟_河流,荷花,芦苇,盛开花,螃蟹_绢本_28.4cmX28cm_ _517db6bc.jpg",宋,佚名,荷蟹,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_莲舟仙渡_页_浅绛,山水_河流,石头,船,印章,学者,坐卧_绢本_44cmX47cm_ _997f08b3.jpg",宋,佚名,莲舟仙渡,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_蓼龟_ 页_工笔,花鸟_河流,树枝,树叶,龟,石头,盛开花,蓝花,草_绢本_58cmX57_ea19d50f.jpg",宋,佚名,蓼龟,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_蕉石婴戏_页_工笔,人物_篱笆,孩童,荷花,石头,河流,坐卧_绢本_44cmX47cm_ _2bb67208.jpg",宋,佚名,蕉石婴戏,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_佚名_蛛网攫猿_双 页_工笔,花鸟_印章,文字,树枝,树叶,猴_绢本_60cmX101cm_弗利_454aa51e.jpg",宋,佚名,蛛网攫猿,双 页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_豆荚蜻蜓_页_工笔,花鸟_树枝,树叶,盛开花,白花,蜻蜓,印章_绢本_47cmX40cm__0c5aa0fa.jpg",宋,佚名,豆荚蜻蜓,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_采花篮花_页_工笔,花鸟_盛开花,荷花,红花_绢本_38cmX38cm_ _00881d40.jpg",宋,佚名,采花篮花,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_金明池争标_页_浅绛,山水_河流,船,城楼,船,树,印章,行人_绢本_28.6cmX28.6cm_ _363789b5.jpg",宋,佚名,金明池争标,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_雪山行骑_页_浅绛,山水_山林,树,马,河流,石头_绢本_29cmX23cm_ _0992f6d1.jpg",宋,佚名,雪山行骑,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_雪渔_卷_浅绛,山水_河流,树,石头,船_绢本_30cmX650cm_ _a3363f4f.jpg",宋,佚名,雪渔,卷,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_佚名_霜柏山鸟图_页_工笔,花鸟_树枝,树叶,鸟_绢本_24.2cmX25.4cm_北京故宫博物院_d79f3df0.jpg",宋,佚名,霜柏山鸟图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_霜柯竹涧_ 页_工笔,花鸟_鸟,树枝,河流,印章,石头_绢本_27.5cmX26.8cm_ _81e5bd85.jpg",宋,佚名,霜柯竹涧,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_霜篠寒雏_ 页_工笔,花鸟_树枝,竹节,竹叶,鸟_绢布_ 28.1cmX28.7cm_ _6d8b54db.jpg",宋,佚名,霜篠寒雏,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_风雨归舟_ 页_水墨,山水_印章,河流,船,树林,石头_绢本_25.6cmX25.3cm__494f8b56.jpg",宋,佚名,风雨归舟,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_佚名_驯禽俯啄_ 页_工笔,花鸟_鸟,盆,印章_绢本_25.7cmX24.1cm_ _5c067a25.jpg",宋,佚名,驯禽俯啄,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_高士观瀑_ 页_水墨,山水_河流,石头,竹节,竹叶,草,学者,山林,树林_绢本__25.1_664a15ac.jpg",宋,佚名,高士观瀑,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_佚名_鹌鹑_页_工笔,花鸟_芦苇,鸟,石头,印章_绢本_22cmX25cm_ _66ebfb90.jpg",宋,佚名,鹌鹑,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_佚名_鹡鸰荷叶_ 页_工笔,花鸟_树枝,鸟,印章,树叶_绢本_41cmX42cm_北京故宫博物院_dbd452d7.jpg",宋,佚名,鹡鸰荷叶,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_刘松年_四景山水圗_卷_浅绛,山水_山水 _  _  _ _6758da7f.jpg",宋,刘松年,四景山水圗,卷,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_刘松年_山馆读书图_页_浅绛,山水 _ _绢本_24.3cmX24cm _ _b418657a.jpg",宋,刘松年,山馆读书图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_刘松年_松荫谈道_ 页_工笔,人物_学者,坐卧,长袍,树林,亭子,对话,草_绢本_38.1cmX_af074f8f.jpg",宋,刘松年,松荫谈道,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_刘松年_秋窗读易图_双页_浅绛,山水_林间,印章,文字,针叶树,亭子,学者,河流,山,草,苔藓,_910ff72f.jpg",宋,刘松年,秋窗读易图,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_刘松年_罗汉图_页_工笔,人物_ _工笔,人物 _ _117cmX55.8cm_台北故宫博物院_9b7b9fd5.jpg",宋,刘松年,罗汉图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_刘松年_雪山行旅册_页_水墨,山水_ _山水、人物_绢本_160cmX99.5cm_四川省博物馆_296a6750.jpg",宋,刘松年,雪山行旅册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_卫昇_写生紫薇 _页_工笔,花鸟_花鸟_纸本_31cmX28cm _ _8fc14164.jpg",宋,卫昇,写生紫薇,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_夏_烟岫林居_ 页_水墨,山水_古树,山林,印章,树,石头_绢本_25cmX26.1cm_ _06256b77.jpg",宋,夏,烟岫林居,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_临流抚琴册_页_水墨,山水_ _山水、人物 _ _47cmX49cm _ _a32c756e.jpg",宋,夏圭,临流抚琴册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_临流抚琴图_ 页_水墨,山水_树,松树,柏树,学者,坐卧,河流,印章,石头_绢本_47cm_355edac7.jpg",宋,夏圭,临流抚琴图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_坐看云起_ 页_水墨,山水_河流,枯树,石头,学者,坐卧_绢本_53cmX50cm_ _60d2805c.jpg",宋,夏圭,坐看云起,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_山腰楼观_双 页_水墨,山水_印章,文字,双页,山林_绢本_38cmX89cm_ _c3b75282.jpg",宋,夏圭,山腰楼观,双 页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_松下观瀑 _页_水墨,山水_山水 _ _46cmX46cm _ _dfbc32df.jpg",宋,夏圭,松下观瀑,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_松下观瀑_ 页_水墨,山水_石头,河流,树,学者,坐卧,草_绢本_46cmX46cm_ _15a4d7ed.jpg",宋,夏圭,松下观瀑,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_松溪泛月_ 页_浅绛,山水_河流,印章,树,船_绢本_24.7cmX25.2cm_ _c8b576eb.jpg",宋,夏圭,松溪泛月,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_夏圭_泽畔疾风_ 页_水墨,山水_松树,山林,草,河流,农夫_绢本_26x27cm_ _82ffb77a.jpg",宋,夏圭,泽畔疾风,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_溪山清远册_页_水墨,山水_ _山水_纸本_46.5cmX889.1cm _ _1c6cc4d0.jpg",宋,夏圭,溪山清远册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_遥岑烟霭_ 页_水墨,山水_文字,印章,树,山林,亭子,河流_绢本_67cmX77cm_ _5cd7b101.jpg",宋,夏圭,遥岑烟霭,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏圭_雪堂客话图_ 页_水墨,山水_河流,山,枯树,亭子,石头,船,松树_绢本_57cmX60c_d295ce40.jpg",宋,夏圭,雪堂客话图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_夏珪_山水图_ 页_水墨,山水_河流,树,船,山,草_绢本_23cmX24cm_ _28913f09.jpg",宋,夏珪,山水图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
